timestamp,video_id,category,language,region,duration_sec,views,likes,comments,shares,sentiment_score,ads_enabled
2025-02-14 22:21:19,VID_631959,Gaming,Hindi,IN,1293,325,25,3,0,0.011,True
2024-10-23 23:23:24,VID_596791,Vlogs,Spanish,US,3296,11140,954,143,52,-0.398,False
2025-09-12 03:39:56,VID_190117,Music,Japanese,PK,534,16107,308,34,20,0.461,False
2024-04-20 10:50:04,VID_196120,Gaming,Hindi,UK,935,26956,1321,108,34,0.714,True
2025-03-16 18:55:08,VID_777677,Vlogs,Spanish,PK,1166,6707,441,51,21,0.801,True
2025-07-15 06:17:41,VID_573571,Tech Reviews,Hindi,IN,3352,3068,112,18,7,0.706,True
2025-09-15 23:18:56,VID_794410,Music,Hindi,BR,2525,42811,3762,404,56,0.912,False
2024-07-10 19:55:31,VID_812787,Gaming,Spanish,PK,236,11152,625,58,51,0.863,True
2024-02-09 05:01:48,VID_803698,Gaming,English,PK,2328,268,20,1,1,0.282,True
2024-06-13 07:18:55,VID_229758,Coding,Urdu,IN,149,14769,438,83,73,0.295,False
2025-04-30 04:03:40,VID_727754,Coding,Hindi,IN,2677,3276,267,52,16,-0.415,False
2024-05-13 22:47:39,VID_506916,Coding,Japanese,BR,3272,8385,324,18,35,0.519,True
2024-07-16 23:46:41,VID_889055,Music,Spanish,BR,1694,4815,320,23,10,-0.655,True
2025-06-07 09:11:41,VID_876099,Gaming,Japanese,BR,1768,11856,1005,83,54,-0.485,False
2025-11-14 22:17:08,VID_941564,Education,Japanese,US,2335,3742,269,48,6,0.561,True
2024-03-15 05:01:18,VID_361758,Tech Reviews,Japanese,US,2769,6175,318,20,24,-0.472,False
2025-06-09 18:02:18,VID_452245,Vlogs,Hindi,UK,233,8423,658,42,36,0.465,True
2024-11-05 11:05:02,VID_828491,Vlogs,Hindi,IN,2415,12275,249,28,26,-0.95,True
2025-03-28 12:13:19,VID_290299,Vlogs,Urdu,US,2087,10225,629,90,26,-0.38,True
2025-12-16 00:20:43,VID_645097,Tech Reviews,Urdu,UK,1163,28450,523,46,91,-0.199,True
2024-06-06 16:09:25,VID_277121,Gaming,Spanish,US,1838,33706,2116,143,53,0.822,False
2024-05-14 10:50:51,VID_163133,Coding,English,PK,2958,12899,1203,120,44,0.767,True
2024-03-05 10:47:23,VID_728929,Music,Hindi,US,2560,14269,258,50,18,0.207,True
2025-03-06 20:20:41,VID_982327,Tech Reviews,Spanish,BR,2631,9868,909,113,17,0.2,True
2025-07-08 00:07:10,VID_161191,Education,Spanish,IN,501,748,42,7,3,-0.722,False
2025-03-18 17:54:19,VID_803428,Music,Spanish,BR,1120,18248,1334,174,55,0.659,True
2025-10-03 18:44:45,VID_421971,Music,Spanish,BR,1897,9415,200,21,30,0.365,False
2024-08-08 13:44:26,VID_975949,Tech Reviews,Japanese,PK,2218,13296,1136,127,50,0.776,True
2024-08-10 20:18:53,VID_981808,Education,Japanese,US,1208,25234,637,36,105,0.877,True
2025-09-07 07:14:47,VID_517566,Education,Hindi,PK,915,8516,164,18,19,-0.327,True
2024-04-14 03:44:42,VID_931998,Vlogs,Spanish,PK,2197,9921,789,98,27,0.124,True
2025-01-23 03:53:15,VID_138470,Vlogs,Hindi,UK,399,15644,310,35,20,-0.269,True
2024-02-12 22:27:38,VID_716861,Coding,Spanish,PK,1078,6031,287,27,7,0.493,True
2024-03-22 13:29:44,VID_243153,Music,English,BR,2156,11177,534,91,44,0.558,True
2025-11-06 23:53:04,VID_255409,Tech Reviews,Spanish,IN,788,1089,104,17,3,0.058,True
2024-09-19 16:31:46,VID_147758,Education,Hindi,US,1832,23971,1508,288,45,0.998,True
2025-05-28 21:50:01,VID_776234,Coding,Spanish,IN,1695,1902,113,19,7,0.343,False
2024-04-05 09:02:40,VID_477875,Vlogs,Spanish,UK,868,5956,404,63,26,-0.394,True
2024-10-08 08:52:34,VID_150702,Music,English,PK,411,14698,459,26,71,-0.265,True
2024-01-09 03:53:01,VID_870776,Coding,Japanese,BR,1424,10170,212,35,13,-0.205,True
2025-05-27 21:51:24,VID_175803,Vlogs,English,BR,2624,5602,82,8,21,-0.395,False
2024-08-31 09:48:50,VID_491207,Coding,Japanese,UK,486,7674,516,90,9,-0.415,True
2024-08-31 17:59:04,VID_902943,Music,English,UK,3460,498,21,1,1,-0.703,True
2025-04-05 03:00:44,VID_764024,Education,English,US,3021,2641,242,14,3,-0.306,True
2025-03-30 02:53:18,VID_952239,Gaming,Urdu,UK,2329,6450,282,16,25,0.748,True
2025-11-28 00:52:51,VID_124711,Coding,Spanish,PK,1788,12787,1155,98,58,-0.756,False
2024-02-18 13:38:18,VID_762700,Education,Japanese,IN,1848,8341,722,83,34,-0.01,True
2025-04-10 21:20:44,VID_491046,Music,Spanish,BR,1999,7394,337,48,34,-0.973,True
2025-04-19 07:25:03,VID_927535,Vlogs,Hindi,UK,2995,4935,94,18,20,0.045,True
2025-02-04 21:40:21,VID_418101,Tech Reviews,Hindi,PK,1707,362,17,2,0,0.691,True
2024-09-19 12:15:32,VID_652110,Vlogs,Japanese,UK,2095,18756,1419,271,81,-0.823,True
2025-06-25 21:02:46,VID_397979,Education,Japanese,BR,2308,4895,167,24,6,0.128,True
2025-12-29 11:08:17,VID_341277,Tech Reviews,Hindi,IN,925,36384,2770,175,62,-0.867,True
2024-06-26 19:08:07,VID_109161,Education,Spanish,UK,1085,15614,876,54,77,-0.972,True
2024-07-19 18:46:43,VID_624518,Coding,Urdu,BR,809,17511,1132,82,73,-0.607,True
2025-07-10 11:03:55,VID_647770,Education,Urdu,US,1927,12511,727,115,52,0.472,True
2024-12-30 11:18:26,VID_418130,Gaming,Hindi,BR,1657,964,72,14,1,0.371,True
2025-09-13 01:34:10,VID_207245,Music,Japanese,BR,3491,6788,121,22,11,0.77,True
2024-03-06 23:01:34,VID_811430,Coding,Hindi,UK,325,8602,300,23,40,0.546,False
2024-07-25 12:21:57,VID_664006,Tech Reviews,Spanish,BR,2187,7615,150,10,34,-0.721,True
2025-11-23 23:44:44,VID_466198,Coding,Hindi,IN,1008,3515,253,44,4,-0.785,True
2024-06-04 10:01:22,VID_984155,Coding,Spanish,UK,3349,13668,947,94,52,0.422,True
2025-06-17 02:04:53,VID_576050,Tech Reviews,Spanish,IN,845,6095,464,36,17,-0.171,False
2024-10-31 16:08:34,VID_806364,Music,Spanish,IN,3153,13618,615,73,34,-0.084,True
2024-11-11 10:28:00,VID_674837,Music,Hindi,US,1987,13632,857,150,54,-0.815,True
2025-03-26 12:31:09,VID_654612,Tech Reviews,Hindi,PK,2457,9061,140,15,22,0.545,True
2024-09-09 18:44:47,VID_816092,Education,Spanish,UK,3425,2720,198,14,4,-0.443,True
2025-05-22 20:08:10,VID_898392,Coding,Spanish,PK,3350,10815,985,97,40,0.424,True
2024-05-22 11:23:19,VID_489449,Tech Reviews,Japanese,PK,586,2118,68,10,7,0.693,True
2024-01-08 05:20:11,VID_622190,Coding,Hindi,UK,1100,10671,150,19,48,0.96,True
2024-11-04 03:54:11,VID_499658,Tech Reviews,Urdu,US,231,19117,1848,344,20,-0.403,False
2024-08-14 06:02:50,VID_606430,Vlogs,English,UK,1425,1592,97,8,5,-0.115,True
2025-09-17 06:46:18,VID_697181,Coding,English,US,2663,17956,1700,218,60,0.003,True
2025-09-20 15:15:17,VID_463597,Coding,Urdu,UK,2291,7817,488,89,37,-0.734,True
2024-01-27 21:01:46,VID_474919,Tech Reviews,English,PK,462,5476,500,91,21,0.615,True
2025-12-21 17:17:19,VID_190078,Gaming,Japanese,BR,160,13660,387,45,20,-0.985,True
2024-07-21 18:08:45,VID_435014,Education,Urdu,PK,945,18806,1212,210,46,-0.716,True
2025-01-28 15:25:31,VID_900338,Education,Hindi,IN,697,11791,1104,191,30,-0.553,True
2025-01-11 09:47:35,VID_808411,Coding,Spanish,BR,2292,11629,287,56,53,0.676,True
2024-02-04 09:33:22,VID_116879,Music,Hindi,US,1343,4684,315,21,19,0.954,False
2024-12-01 11:28:44,VID_881681,Coding,English,BR,3295,7219,126,23,31,0.427,True
2024-09-28 09:59:36,VID_381649,Tech Reviews,Urdu,IN,3078,19799,1503,241,24,0.822,True
2025-12-28 17:27:56,VID_820460,Coding,Japanese,IN,3044,27630,2307,395,27,0.89,True
2024-08-28 21:28:57,VID_659424,Tech Reviews,Urdu,UK,1119,3847,42,7,17,0.023,False
2024-09-28 10:12:11,VID_603328,Vlogs,Urdu,US,991,12650,704,89,14,-0.601,True
2025-12-19 02:05:11,VID_442553,Gaming,English,UK,2295,2667,227,30,4,-0.865,True
2024-11-07 14:39:21,VID_738454,Gaming,Hindi,US,2776,5285,59,9,21,-0.792,True
2024-05-03 14:40:54,VID_880163,Music,Japanese,PK,2019,2770,190,24,9,-0.426,True
2024-09-22 14:56:24,VID_532614,Gaming,English,IN,1259,25211,753,136,52,-0.178,True
2025-01-19 05:40:30,VID_441195,Vlogs,English,PK,591,33926,1072,75,69,-0.871,True
2025-04-25 21:20:04,VID_808332,Gaming,Japanese,US,646,1469,102,10,5,0.588,True
2025-01-11 20:10:37,VID_612638,Gaming,Urdu,PK,735,16819,1246,149,39,-0.832,True
2024-09-09 22:41:51,VID_469186,Gaming,Spanish,BR,1001,48054,2650,283,124,0.342,True
2025-06-07 20:52:28,VID_140332,Tech Reviews,Japanese,BR,1859,26941,1348,123,68,0.298,True
2024-04-18 04:03:28,VID_894271,Music,Spanish,BR,2609,25669,338,40,118,-0.042,False
2025-05-12 03:47:58,VID_192133,Gaming,Spanish,UK,3229,924,84,8,2,0.616,True
2024-12-20 14:36:43,VID_683685,Tech Reviews,Japanese,UK,968,34843,1399,260,76,-0.049,True
2025-04-18 08:32:56,VID_102330,Tech Reviews,English,UK,3571,9497,438,80,38,0.707,False
2024-01-11 00:49:19,VID_633370,Education,Hindi,US,2631,31139,1544,231,68,0.25,True
2025-06-19 23:42:06,VID_297080,Vlogs,Hindi,IN,3404,50197,2368,256,106,-0.832,True
2024-07-25 05:31:25,VID_773281,Vlogs,Japanese,UK,697,6087,187,30,23,0.282,False
2024-07-11 14:17:36,VID_975229,Education,Japanese,IN,324,7717,109,13,10,-0.412,True
2024-02-10 15:36:09,VID_588271,Gaming,Urdu,US,3233,5209,84,9,24,0.311,True
2024-08-08 13:23:59,VID_155619,Vlogs,Hindi,US,2452,2854,169,29,4,0.586,True
2024-04-08 16:21:08,VID_921205,Coding,Spanish,UK,3419,11037,446,23,21,0.863,True
2025-06-15 13:49:48,VID_560688,Tech Reviews,Hindi,UK,374,20742,498,88,48,-0.905,True
2025-12-12 15:38:54,VID_695593,Music,English,UK,1799,511,7,0,1,-0.405,True
2025-06-05 13:54:39,VID_503833,Music,Spanish,BR,67,8619,121,10,23,-0.62,True
2024-02-02 11:20:32,VID_711743,Tech Reviews,Spanish,UK,1429,7631,481,79,27,0.386,True
2025-06-01 08:26:57,VID_283456,Tech Reviews,English,UK,1322,639,18,1,2,-0.873,True
2025-03-01 00:23:49,VID_834960,Gaming,Hindi,PK,957,4939,420,47,17,0.845,True
2025-08-02 18:07:42,VID_569636,Vlogs,Spanish,US,111,11022,942,71,47,0.549,True
2025-01-01 23:32:39,VID_927905,Tech Reviews,Urdu,US,2088,4145,79,13,4,-0.886,True
2025-12-04 06:11:35,VID_115839,Music,English,PK,1171,4746,408,78,15,-0.107,True
2025-04-27 21:03:57,VID_142268,Gaming,English,IN,2124,34045,2101,156,74,0.829,False
2024-02-16 05:10:48,VID_533030,Music,Spanish,BR,2714,2073,192,26,7,0.891,True
2025-02-24 09:54:30,VID_526396,Vlogs,English,IN,2130,8452,420,23,14,0.564,False
2024-09-06 08:49:24,VID_645182,Education,Urdu,IN,1527,11392,1067,70,13,0.467,True
2024-09-01 02:19:49,VID_557122,Vlogs,Hindi,UK,1783,5142,503,75,25,-0.072,True
2024-01-23 19:14:03,VID_552527,Tech Reviews,Japanese,UK,265,556,36,6,1,0.05,True
2025-12-24 10:03:09,VID_492215,Music,Hindi,BR,904,18593,537,57,21,-0.689,True
2024-07-11 09:48:34,VID_544336,Gaming,Spanish,BR,3427,6644,547,63,13,-0.787,False
2025-03-16 09:31:18,VID_342822,Music,Urdu,IN,307,18824,1073,202,19,0.37,False
2024-02-21 08:37:34,VID_941639,Coding,Hindi,US,459,467,17,1,1,0.541,True
2025-02-03 01:26:11,VID_914175,Gaming,Spanish,US,1621,593,20,1,0,-0.98,True
2025-01-22 03:21:44,VID_326764,Coding,Japanese,UK,2428,5193,228,33,18,-0.381,True
2025-08-02 09:44:45,VID_837452,Gaming,Urdu,PK,562,4172,156,14,11,0.818,False
2025-04-02 10:25:41,VID_998196,Music,Hindi,BR,381,9017,413,82,9,-0.311,True
2025-10-15 12:43:56,VID_541009,Vlogs,Japanese,IN,1806,2220,130,21,5,-0.985,True
2025-09-30 02:12:18,VID_957679,Gaming,English,BR,3226,33226,2146,131,77,-0.314,True
2025-10-03 19:18:10,VID_660761,Coding,Japanese,PK,2465,336,20,2,0,-0.556,True
2024-01-12 18:15:32,VID_507552,Coding,Japanese,PK,1439,4899,338,42,7,0.475,False
2025-01-01 09:34:24,VID_413906,Education,Urdu,IN,3535,34086,1422,111,113,0.24,True
2025-09-25 19:31:22,VID_569119,Gaming,Japanese,IN,1552,19469,581,110,86,-0.31,True
2024-03-27 17:50:10,VID_590170,Gaming,Japanese,US,2515,9492,651,47,10,0.305,True
2024-06-02 04:28:59,VID_612244,Coding,Hindi,PK,3063,13375,1117,71,19,-0.997,False
2025-07-14 02:30:52,VID_515900,Music,English,UK,1263,7337,276,23,27,-0.184,False
2025-07-31 22:22:07,VID_777951,Education,Spanish,UK,1616,5152,101,8,9,0.2,True
2024-10-11 12:30:20,VID_756734,Coding,Hindi,UK,2700,7538,312,59,26,0.641,False
2024-12-09 00:50:52,VID_279270,Coding,Japanese,BR,1045,26514,2597,150,89,0.643,False
2025-12-24 00:32:11,VID_591653,Vlogs,Japanese,BR,3341,24334,1763,175,69,0.578,True
2024-11-06 19:49:12,VID_680105,Education,Hindi,IN,2208,27617,1333,106,107,0.94,True
2024-01-14 21:02:49,VID_523859,Gaming,Japanese,UK,561,3637,157,17,9,-0.724,True
2025-09-07 05:13:39,VID_386361,Tech Reviews,Spanish,US,247,1924,173,13,9,0.532,True
2025-07-09 00:10:06,VID_832547,Vlogs,Urdu,BR,1962,12686,324,32,38,0.395,True
2024-11-25 04:12:50,VID_957540,Tech Reviews,Spanish,UK,2539,7158,374,67,20,0.779,False
2025-08-26 09:51:33,VID_171185,Gaming,Urdu,US,1434,22280,1090,206,79,-0.763,True
2025-06-13 12:20:25,VID_987457,Coding,Hindi,BR,3579,4333,249,38,7,0.578,True
2025-10-15 16:36:12,VID_653036,Coding,Spanish,BR,2757,21044,1814,155,92,-0.779,False
2024-04-01 12:33:52,VID_458343,Education,Spanish,PK,2953,24998,1978,196,92,-0.727,True
2025-10-20 14:16:13,VID_964590,Vlogs,Japanese,BR,2345,86,5,0,0,-0.896,True
2024-04-20 13:35:23,VID_371475,Education,Spanish,US,1035,15921,466,57,44,0.332,True
2024-03-06 09:15:02,VID_572320,Music,Hindi,US,2506,2448,136,24,6,-0.161,True
2025-03-13 10:37:21,VID_733114,Gaming,English,BR,314,17460,1299,90,85,-0.662,True
2024-04-28 19:48:10,VID_861548,Music,English,BR,1942,2996,234,35,8,-0.067,True
2024-04-01 15:07:58,VID_336413,Vlogs,Hindi,US,1372,14969,1050,54,72,-0.058,True
2025-05-01 02:50:23,VID_901763,Music,Spanish,IN,2058,1856,98,15,8,0.04,True
2025-08-30 19:34:36,VID_808924,Coding,English,US,1016,13309,559,84,46,-0.127,False
2025-07-22 01:24:23,VID_696994,Tech Reviews,Hindi,IN,2075,4889,59,7,16,-0.268,False
2025-08-05 22:15:02,VID_606657,Coding,Spanish,US,191,30730,1376,181,84,0.474,True
2024-04-13 03:46:15,VID_187560,Vlogs,Urdu,US,869,9627,554,101,21,0.434,True
2025-02-24 00:49:04,VID_170672,Coding,Spanish,BR,2933,26896,1335,202,57,0.459,False
2025-06-17 17:28:19,VID_671865,Coding,Urdu,US,1452,19752,1970,236,27,-0.879,True
2024-07-03 01:01:00,VID_738629,Coding,Urdu,US,669,3038,137,19,14,0.578,True
2025-09-19 09:23:41,VID_754619,Music,Hindi,BR,2465,7735,104,13,27,-0.886,True
2025-05-27 06:11:59,VID_132199,Tech Reviews,Hindi,PK,3128,13581,1266,77,35,-0.855,True
2024-06-19 05:06:15,VID_774906,Music,Spanish,BR,2376,25480,2185,434,61,0.257,True
2024-04-24 04:03:53,VID_770059,Tech Reviews,Japanese,IN,1492,19750,1705,128,86,0.756,True
2025-06-23 00:30:43,VID_393365,Coding,Hindi,PK,1490,11213,674,65,32,-0.692,True
2025-08-06 16:00:58,VID_427130,Vlogs,Urdu,BR,629,24382,420,53,58,0.044,True
2024-11-28 19:28:48,VID_912080,Education,Urdu,IN,1541,2846,87,5,3,0.972,True
2025-04-20 02:10:18,VID_523177,Gaming,Urdu,BR,2691,7988,332,62,9,-0.079,True
2024-11-29 20:43:15,VID_967856,Gaming,Urdu,US,1802,52613,2785,246,55,0.592,True
2024-10-07 09:39:32,VID_813384,Vlogs,Urdu,PK,140,3715,162,9,9,-0.469,True
2025-05-28 16:22:55,VID_678653,Vlogs,Urdu,IN,2705,15273,627,115,55,-0.568,False
2025-04-12 19:14:54,VID_523674,Education,Hindi,PK,120,23017,1842,190,23,-0.452,True
2025-05-27 06:02:58,VID_651964,Vlogs,Japanese,US,1197,6580,474,71,18,-0.914,True
2025-09-19 02:26:03,VID_523452,Education,Spanish,PK,3279,8522,210,24,9,-0.53,True
2024-01-20 11:51:52,VID_214784,Tech Reviews,English,UK,2269,780,37,6,0,0.503,True
2024-03-30 12:53:36,VID_821559,Vlogs,Spanish,BR,2649,7093,703,114,13,0.084,True
2024-10-21 13:43:43,VID_516202,Music,Hindi,IN,2433,14128,597,31,68,-0.174,True
2024-02-12 10:39:03,VID_189255,Gaming,Japanese,UK,3240,56013,3298,648,250,0.761,False
2025-06-09 12:40:34,VID_421834,Music,Japanese,US,1141,3802,348,32,15,0.596,True
2025-09-04 14:56:17,VID_958328,Music,Japanese,PK,3377,12522,606,87,35,0.836,True
2025-08-29 00:41:13,VID_650017,Tech Reviews,Japanese,BR,2836,5444,111,12,19,0.148,True
2025-09-23 23:57:19,VID_567170,Tech Reviews,Spanish,US,498,5267,444,28,18,0.255,True
2024-01-02 16:25:30,VID_421347,Tech Reviews,Urdu,IN,3129,4572,221,33,19,0.588,True
2025-04-07 09:08:40,VID_538905,Vlogs,English,BR,962,1966,44,5,1,0.457,True
2024-03-25 15:22:18,VID_644987,Education,Hindi,BR,2688,4718,224,41,10,0.218,True
2024-07-22 23:01:46,VID_481056,Gaming,Hindi,BR,3524,9219,320,37,10,0.524,True
2025-10-26 04:22:32,VID_748428,Coding,English,UK,1771,24958,1635,275,34,0.786,True
2024-12-09 22:18:10,VID_586279,Tech Reviews,Spanish,US,3582,19114,1130,98,31,0.06,True
2024-03-08 11:07:54,VID_859919,Music,Japanese,PK,776,10703,955,67,27,-0.531,True
2024-06-13 10:51:24,VID_351088,Gaming,Hindi,BR,3055,7917,589,97,15,-0.116,True
2025-01-06 03:37:17,VID_414321,Vlogs,English,IN,3504,352,21,1,0,0.797,True
2025-01-12 07:31:37,VID_324670,Vlogs,Hindi,PK,3593,18802,1161,91,71,-0.732,False
2024-11-21 07:09:31,VID_661208,Education,Hindi,IN,483,9100,361,69,22,0.4,True
2025-06-15 07:40:32,VID_322870,Vlogs,Urdu,PK,2224,1452,97,8,6,0.062,True
2025-01-10 05:08:22,VID_168938,Education,Japanese,IN,1725,3257,132,24,7,-0.141,True
2024-08-14 10:46:15,VID_710112,Vlogs,Spanish,PK,3383,2568,28,3,11,0.717,True
2025-01-12 15:11:39,VID_216886,Music,Hindi,US,470,4992,296,39,15,0.498,True
2024-01-17 10:05:44,VID_418647,Gaming,Spanish,IN,1534,2814,35,6,3,-0.581,False
2024-05-30 00:53:08,VID_931076,Education,Hindi,IN,3148,1893,42,8,8,-0.173,True
2024-12-22 04:06:45,VID_728850,Coding,Japanese,US,912,24798,1465,118,70,0.399,True
2024-05-27 10:00:05,VID_857978,Coding,Japanese,BR,1410,561,19,3,2,0.832,True
2025-06-30 12:40:38,VID_648207,Vlogs,Spanish,PK,3075,36677,2732,479,167,-0.977,True
2024-05-07 18:19:41,VID_283760,Coding,Urdu,IN,3174,19496,1749,308,88,0.996,False
2025-11-19 06:07:45,VID_478957,Vlogs,Japanese,US,2384,2164,183,21,10,0.882,False
2024-07-04 08:22:08,VID_406407,Coding,Urdu,BR,1588,4599,418,73,16,0.082,True
2024-10-17 15:22:05,VID_350344,Education,Japanese,BR,2414,24132,591,102,67,-0.638,True
2025-07-02 01:49:32,VID_777969,Education,Japanese,BR,1457,344,34,1,0,0.357,True
2025-07-21 00:05:59,VID_219425,Music,Japanese,US,1543,3757,158,24,7,0.854,True
2024-11-10 04:50:06,VID_596615,Vlogs,Hindi,IN,1309,1343,124,8,3,-0.787,True
2024-01-26 22:27:16,VID_612578,Coding,Spanish,PK,755,10338,539,48,49,0.81,True
2025-03-05 21:37:39,VID_392165,Vlogs,Japanese,IN,2043,34873,1195,92,148,-0.303,True
2025-07-11 15:15:13,VID_601713,Music,English,BR,426,8398,421,67,29,-0.749,True
2025-10-22 21:22:35,VID_430419,Gaming,Urdu,IN,2015,2099,67,9,9,0.459,True
2025-02-21 23:32:14,VID_814600,Tech Reviews,English,US,932,16130,223,12,54,0.698,True
2025-05-13 03:43:36,VID_834876,Coding,Hindi,BR,828,17865,1325,66,24,0.739,True
2024-03-27 08:45:55,VID_493216,Vlogs,Japanese,UK,358,4081,278,47,15,0.686,True
2024-02-28 06:40:00,VID_117441,Vlogs,English,UK,3264,4121,368,59,18,0.204,False
2024-05-13 02:04:28,VID_678914,Gaming,English,US,3287,1861,86,13,4,0.732,True
2024-04-21 23:30:35,VID_805221,Gaming,Urdu,US,2643,7775,656,115,36,0.642,False
2024-08-03 07:59:34,VID_538706,Gaming,Urdu,BR,2566,135,1,0,0,-0.447,True
2024-08-16 15:34:01,VID_549369,Education,Japanese,PK,2013,4571,439,81,6,0.257,True
2024-04-16 02:46:28,VID_259736,Tech Reviews,Urdu,IN,3160,3884,230,35,14,0.572,True
2024-08-20 18:24:48,VID_441252,Music,Urdu,US,1153,6500,500,95,27,0.795,False
2024-02-26 17:28:35,VID_315062,Music,Hindi,BR,1222,9757,400,57,31,0.657,True
2024-05-29 21:36:39,VID_931955,Education,Spanish,BR,2529,8907,876,139,24,-0.685,True
2024-04-23 23:33:15,VID_962645,Tech Reviews,Hindi,BR,2106,818,12,1,1,0.85,False
2025-10-10 22:57:16,VID_818439,Education,Spanish,UK,1039,9454,636,46,17,0.043,True
2024-05-21 20:29:01,VID_150640,Coding,Spanish,PK,952,7608,492,88,23,-0.708,False
2025-03-03 18:11:18,VID_625334,Music,Urdu,PK,2636,3433,64,6,6,-0.434,False
2024-12-01 12:00:21,VID_837459,Tech Reviews,Urdu,PK,2972,4720,178,30,14,0.357,True
2024-03-19 03:03:41,VID_263898,Gaming,English,PK,585,5395,195,20,6,-0.672,True
2025-06-12 13:40:25,VID_615591,Gaming,Hindi,IN,793,15624,312,53,45,-0.395,True
2024-09-12 14:11:06,VID_409826,Tech Reviews,English,UK,3307,3254,266,37,6,0.61,True
2025-09-18 01:46:52,VID_793101,Tech Reviews,Spanish,IN,425,8303,305,28,9,-0.641,True
2024-07-19 03:08:38,VID_438668,Music,English,BR,1967,32088,2861,238,82,-0.58,True
2025-01-22 12:23:45,VID_690250,Gaming,Japanese,US,1475,7492,231,29,36,0.764,True
2025-07-15 05:42:19,VID_374377,Tech Reviews,Japanese,PK,2956,43684,921,116,89,-0.113,True
2024-09-28 05:53:00,VID_920855,Music,English,UK,613,17285,536,69,77,-0.843,True
2024-08-16 10:54:08,VID_372285,Coding,Japanese,PK,2157,4865,415,70,5,0.16,True
2025-11-25 19:14:10,VID_718879,Gaming,Spanish,PK,1245,5856,530,85,21,0.487,True
2024-08-31 17:00:40,VID_604123,Vlogs,Hindi,IN,1287,25134,1428,238,41,-0.089,True
2025-07-10 02:12:43,VID_737800,Music,English,BR,679,9940,408,43,28,0.532,True
2025-06-21 19:37:40,VID_230414,Vlogs,Urdu,UK,3253,1878,84,7,7,0.757,True
2025-01-28 21:30:13,VID_752718,Music,Urdu,UK,1837,1882,110,14,1,0.082,True
2025-07-11 11:33:10,VID_372866,Music,Japanese,UK,3241,4842,323,43,20,-0.894,True
2024-12-03 00:20:21,VID_910883,Gaming,English,UK,1923,2012,26,3,4,0.157,True
2024-12-07 00:14:45,VID_617984,Music,Spanish,IN,573,2062,130,24,7,-0.262,True
2025-09-26 06:29:19,VID_714420,Education,Japanese,US,1518,4842,97,18,14,0.711,True
2024-04-28 07:10:26,VID_681457,Tech Reviews,Spanish,UK,2306,8605,363,53,40,-0.689,False
2024-12-30 07:54:51,VID_705372,Gaming,Hindi,US,2367,33607,2208,161,74,-0.37,True
2025-08-30 08:48:19,VID_970971,Gaming,Japanese,PK,289,26408,761,125,116,0.668,True
2025-02-23 13:49:39,VID_162748,Music,Spanish,IN,1327,4647,164,12,19,0.492,True
2025-12-16 05:59:13,VID_811314,Music,Spanish,BR,1073,3887,123,10,18,-0.835,True
2025-04-27 03:38:48,VID_328370,Vlogs,Hindi,PK,2761,15935,517,93,73,-0.14,True
2024-08-02 02:53:40,VID_831020,Education,Hindi,BR,423,950,44,3,1,-0.219,True
2024-01-26 03:59:18,VID_459201,Music,Hindi,UK,2266,14900,310,61,55,-0.253,True
2024-05-18 16:23:28,VID_998279,Music,Urdu,US,1432,8551,493,29,25,-0.575,True
2025-02-20 03:23:52,VID_503275,Coding,Japanese,PK,768,5542,177,26,9,0.673,True
2025-01-01 08:37:06,VID_636200,Vlogs,Japanese,BR,977,2001,153,8,4,-0.778,True
2025-09-25 01:47:23,VID_884354,Tech Reviews,Spanish,UK,2075,25550,1811,93,34,-0.788,True
2025-05-21 20:45:02,VID_519719,Education,Hindi,BR,3217,16450,1337,218,31,-0.424,True
2024-11-10 03:11:57,VID_977232,Coding,Spanish,IN,710,1380,124,17,1,-0.154,True
2025-07-06 05:51:59,VID_312326,Vlogs,Japanese,US,994,3462,292,44,9,-0.848,True
2025-08-18 17:15:14,VID_624586,Education,English,BR,3562,10251,921,89,24,0.662,True
2024-06-14 11:32:47,VID_380026,Tech Reviews,Urdu,IN,328,1410,46,2,3,0.637,True
2024-03-17 05:25:06,VID_842195,Gaming,Hindi,UK,1260,11143,160,20,49,0.87,True
2025-09-20 08:33:38,VID_174085,Tech Reviews,English,PK,518,15886,787,79,75,-0.865,True
2025-06-10 23:28:04,VID_415722,Tech Reviews,English,UK,825,9455,146,16,16,0.97,False
2024-11-17 04:04:59,VID_545126,Music,Urdu,IN,3417,9642,340,53,37,0.42,True
2024-01-22 04:32:35,VID_572652,Tech Reviews,English,PK,3261,2003,196,34,7,0.578,True
2025-10-09 23:47:41,VID_657009,Gaming,Urdu,US,1409,10442,539,53,21,-0.912,False
2024-10-25 08:20:05,VID_590031,Education,Spanish,US,962,6080,544,77,18,0.429,True
2024-07-28 03:21:38,VID_234165,Education,Urdu,BR,2898,7210,494,39,24,-0.263,True
2024-12-12 21:39:14,VID_111907,Gaming,Urdu,US,2268,20546,1030,164,88,-0.741,True
2025-08-23 04:39:22,VID_583672,Education,English,IN,1221,3513,228,17,6,-0.806,True
2024-09-27 07:36:40,VID_678515,Tech Reviews,Japanese,US,294,10175,921,140,23,-0.61,True
2025-10-29 16:27:02,VID_906674,Coding,Urdu,IN,3265,4034,368,42,15,-0.113,False
